1,http://v.youku.com/v_show/id_XNjI1NDM0NzE2.html,被偷走的那五年,5.8
2,http://v.youku.com/v_show/id_XNzExMjQ4MDcy.html,素媛,9.1
3,http://v.youku.com/v_show/id_XNjkwMzA4OTg0.html,杀人漫画,7.1
4,http://v.youku.com/v_show/id_XOTA1MjI4Mzk2.html,辩护人,9.1
5,http://v.youku.com/v_show/id_XNzI1MTczMDE2.html,她,7.6
6,http://v.youku.com/v_show/id_XNjUwMDE4NTQw.html,钢铁侠3,7.5
7,http://v.youku.com/v_show/id_XMTI5MTQ3MTg2OA==.html,一路顺疯,5.2
8,http://v.youku.com/v_show/id_XNzA0OTIwMzg4.html,流感,7.7
9,http://v.youku.com/v_show/id_XNjMyMDA2ODky.html,了不起的盖茨比,7.7
10,http://v.youku.com/v_show/id_XODU5NTE3MzA0.html,入侵华尔街,6.5
11,http://v.youku.com/v_show/id_XNzAwMzQzMzU2.html,激战,7.8
12,http://v.youku.com/v_show/id_XNjk1ODc2NDMy.html,冰雪奇缘,8.3
13,http://v.youku.com/v_show/id_XNTM0NDEwNTk2.html,爱神,7.3
14,http://v.youku.com/v_show/id_XMTMwMjU0Mzg5Mg==.html,初恋未满,6.3
15,http://v.youku.com/v_show/id_XMTI5MTQ2MjM0MA==.html,控制,7.9
16,http://v.youku.com/v_show/id_XNjM3ODQ2MTky.html,时光恋人,3.4
17,http://v.youku.com/v_show/id_XODY1ODg4MDM2.html,弗兰肯斯坦的军队,5.7
18,http://v.youku.com/v_show/id_XNzI1NjEwODk2.html,逃出生天,6.7
19,http://v.youku.com/v_show/id_XMTQ4NzU1MTkwMA==.html,屏息,6.5
20,http://v.youku.com/v_show/id_XODU3MjQ2NzYw.html,零下100度,2.9
21,http://v.youku.com/v_show/id_XNzM3ODY5NjQ4.html,斯大林格勒,6.0
22,http://v.youku.com/v_show/id_XMTU1MDg4NjI5Ng==.html,忘年恋曲,6.7
23,http://v.youku.com/v_show/id_XNjk2MTMwOTcy.html,孤独的幸存者,7.9
24,http://v.youku.com/v_show/id_XNzEyNzUyNzEy.html,帕克,6.4
25,http://v.youku.com/v_show/id_XOTA1ODgzMzUy.html,高龄化家族,7.2
26,http://v.youku.com/v_show/id_XMTI5MTQ2NjEyMA==.html,我为相亲狂,4.1
27,http://v.youku.com/v_show/id_XNzg1ODk4OTUy.html,回家的路,8.5
28,http://v.youku.com/v_show/id_XNTkyNzYwODc2.html,招魂,7.6
29,http://v.youku.com/v_show/id_XNzczNjMyODUy.html,西伯利亚教育,7.1
30,http://v.youku.com/v_show/id_XODAzMjAwMTk2.html,柏林,7.3
31,http://v.youku.com/v_show/id_XODQ2NTQxMjcy.html,一切尽失,7.6
32,http://v.youku.com/v_show/id_XODQ2OTgyOTEy.html,最佳出价,8.3
33,http://v.youku.com/v_show/id_XNjI4NDk3NzEy.html,蓝雨伞之恋,8.3
34,http://v.youku.com/v_show/id_XNTI2MDIzMjI0.html,悲惨世界,8.5
35,http://v.youku.com/v_show/id_XODUwMzMyMDU2.html,利斧巨人:保罗班扬的愤怒,2.7
36,http://v.youku.com/v_show/id_XODU5NTA5Mjg4.html,灵触,4.9
37,http://v.youku.com/v_show/id_XODAzMjI1MzI4.html,读心术,6.0
38,http://v.youku.com/v_show/id_XODQ1NjkxNjAw.html,温暖的告别,7.3
39,http://v.youku.com/v_show/id_XNjUyMTI1OTI4.html,黄色大象,6.8
40,http://v.youku.com/v_show/id_XODM0MTE0NDc2.html,永远的0,7.5
41,http://v.youku.com/v_show/id_XMTI5MTQ2MDUwMA==.html,粉红女郎之爱人快跑,3.2
42,http://v.youku.com/v_show/id_XMTI5MjM4NzUwMA==.html,柠檬,4.3
43,http://v.youku.com/v_show/id_XODYwMjUyNzg4.html,地球启示录,3.6
44,http://v.youku.com/v_show/id_XODcyMzM1MzQw.html,空降,3.4
45,http://v.youku.com/v_show/id_XNzE3ODY2NTc2.html,白日梦想家,8.3
46,http://v.youku.com/v_show/id_XNzkwODgyOTI4.html,玩具总动员之惊魂夜,8.0
47,http://v.youku.com/v_show/id_XODQ1NzM4NjA4.html,小幽灵,0
48,http://v.youku.com/v_show/id_XNjg2MjM0NjI0.html,嫌疑人,7.3
49,http://v.youku.com/v_show/id_XOTA1NTM0ODQ0.html,强哲,6.5
50,http://v.youku.com/v_show/id_XNjkwNzI3MzUy.html,共犯,7.6
51,http://v.youku.com/v_show/id_XMTUzMjIxNTY1Ng==.html,爱别离,4.9
52,http://v.youku.com/v_show/id_XMTMwMjU1MTU0MA==.html,少女灵异日记,3.8
53,http://v.youku.com/v_show/id_XMTI4NjMwMDMzNg==.html,恋恋海湾,6.3
54,http://v.youku.com/v_show/id_XNzU3NTY4Mjcy.html,公正社会,6.3
55,http://v.youku.com/v_show/id_XNTIyOTgxMzI0.html,愤怒的小孩,6.2
56,http://v.youku.com/v_show/id_XNzQxMDU5MDU2.html,痞客青春,7.4
57,http://v.youku.com/v_show/id_XODMwNTYwODAw.html,向阳处的她,7.9
58,http://v.youku.com/v_show/id_XNzAzMTU5MTEy.html,传说的拳头,6.7
59,http://v.youku.com/v_show/id_XNzAzNzAwMDEy.html,如父如子,8.3
60,http://v.youku.com/v_show/id_XNjI4MjU1ODUy.html,宠物,9.1
61,http://v.youku.com/v_show/id_XNjk3NjU2NTQw.html,晚安巷鬼影,4.0
62,http://v.youku.com/v_show/id_XNzEzMDU2NTc2.html,19车,4.7
63,http://v.youku.com/v_show/id_XNzU2MjY1NTY0.html,姐姐,6.5
64,http://v.youku.com/v_show/id_XNjY3MDczNzcy.html,森林战士,7.3
65,http://v.youku.com/v_show/id_XODYwMjQ4NDg4.html,环大西洋,3.0
66,http://v.youku.com/v_show/id_XNjM2NTQzNTQw.html,大明劫,7.8
67,http://v.youku.com/v_show/id_XNjA2OTAyMzEy.html,我的老婆是只猫,4.1
68,http://v.youku.com/v_show/id_XNjU1NTA3MDc2.html,惊天危机,7.3
69,http://v.youku.com/v_show/id_XMTI4NDUxMjIxNg==.html,我的男男男男朋友,3.7
70,http://v.youku.com/v_show/id_XNjMxMTg3Nzcy.html,枕边有张脸,3.9
71,http://v.youku.com/v_show/id_XNzQwODY0MzE2.html,好朋友们,7.5
