1,http://v.youku.com/v_show/id_XMTMyNjAwODQxMg==.html,这是什么鬼,0
2,http://v.youku.com/v_show/id_XOTUwMzc1MDI0.html,失孤,6.4
3,http://v.youku.com/v_show/id_XMTI3MDkwNjQxNg==.html,灰姑娘,6.7
4,http://v.youku.com/v_show/id_XMTM2NDM2ODIxMg==.html,烈日灼心,7.9
5,http://v.youku.com/v_show/id_XMTQyODc1MzkyNA==.html,左耳,5.4
6,http://v.youku.com/v_show/id_XMTM4OTc0NzgyOA==.html,小黄人大眼萌,7.3
7,http://v.youku.com/v_show/id_XMTI4NjI5NzUzMg==.html,横冲直撞好莱坞,4.5
8,http://v.youku.com/v_show/id_XMTQ0NDcyMzQ5Ng==.html,西游记之大圣归来,8.2
9,http://v.youku.com/v_show/id_XMTQ1MTQ4MDQ3Mg==.html,我是证人,6.1
10,http://v.youku.com/v_show/id_XODk0NTQ5MTcy.html,重返20岁,7.2
11,http://v.youku.com/v_show/id_XMTMwMjA2ODc4MA==.html,栀子花开,4.1
12,http://v.youku.com/v_show/id_XOTI0NjE1MTgw.html,全能囧爸,7.5
13,http://v.youku.com/v_show/id_XMTM0ODcxOTQ1Mg==.html,可爱的你,7.8
14,http://v.youku.com/v_show/id_XMTQxMjQwNDkzNg==.html,尸忆,6.7
15,http://v.youku.com/v_show/id_XMTMzNzA4MDU5Mg==.html,捉妖记,6.8
16,http://v.youku.com/v_show/id_XOTM4MTMyNjUy.html,咱们结婚吧,6.0
17,http://v.youku.com/v_show/id_XMTUzMzMwODIzNg==.html,夏洛特烦恼,7.4
18,http://v.youku.com/v_show/id_XOTU4NTgyNTY0.html,万物生长,5.8
19,http://v.youku.com/v_show/id_XMTMyNDA3OTk3Mg==.html,老兵,8.5
20,http://v.youku.com/v_show/id_XMTQ1MTQ0MzUyNA==.html,最美的时候遇见你,5.5
21,http://v.youku.com/v_show/id_XMTM3MjU4MDEyOA==.html,第三种爱情,5.1
22,http://v.youku.com/v_show/id_XMTQxNDIyNjk3Mg==.html,九层妖塔,4.2
23,http://v.youku.com/v_show/id_XOTE0MTMxNzY0.html,有一个地方只有我们知道,5.0
24,http://v.youku.com/v_show/id_XMTQ0ODkwMzYxMg==.html,东莞女孩,4.0
25,http://v.youku.com/v_show/id_XMTM2MzMzODg5Mg==.html,不吐不快 第三季,8.4
26,http://v.youku.com/v_show/id_XMTQ4MTQ5MTQ2OA==.html,老炮儿,8.0
27,http://v.youku.com/v_show/id_XMTQ4NjEyNjI3Mg==.html,山炮进城,3.9
28,http://v.youku.com/v_show/id_XMTI2OTMyODE4OA==.html,想爱就爱2.5,4.7
29,http://v.youku.com/v_show/id_XODc4OTI3MzYw.html,毁童年,0
30,http://v.youku.com/v_show/id_XMTY2MDUwNzU4MA==.html,垫底辣妹,8.1
31,http://v.youku.com/v_show/id_XOTUwODcxODMy.html,我是女王,4.1
32,http://v.youku.com/v_show/id_XMTI0ODc4MzUyOA==.html,暴走看啥片儿 第二季,0
33,http://v.youku.com/v_show/id_XMTMyMDM0MTM2MA==.html,我是路人甲,7.2
34,http://v.youku.com/v_show/id_XMTQyMjgwMDk2MA==.html,移动迷宫2,5.7
35,http://v.youku.com/v_show/id_XMTM5NzM0NzE5Mg==.html,小王子,8.0
36,http://v.youku.com/v_show/id_XMTMzMTk2NTUwNA==.html,命中注定,5.7
37,http://v.youku.com/v_show/id_XMTMwNzQwMTcwMA==.html,杀破狼2,7.3
38,http://v.youku.com/v_show/id_XMTM0MjQ2NjQ4OA==.html,十二公民,8.2
39,http://v.youku.com/v_show/id_XMTQ1ODE3MDgwOA==.html,一念天堂,5.2
40,http://v.youku.com/v_show/id_XMTM1OTcwNzk4NA==.html,黑洞系列之狼入室,0
41,http://v.youku.com/v_show/id_XMTQyMzE0Nzg2MA==.html,十七岁,6.7
42,http://v.youku.com/v_show/id_XMTQ0MjUyMjYwMA==.html,我的青春期,8.9
43,http://v.youku.com/v_show/id_XMTQxNjc4Mjc5Ng==.html,三城记,6.1
44,http://v.youku.com/v_show/id_XMTUxNjIyMDE2MA==.html,我的青春遇见妖,0
45,http://v.youku.com/v_show/id_XMTM3ODU3NzAzNg==.html,我的哥哥是特工,0
46,http://v.youku.com/v_show/id_XOTE4MzU2MDE2.html,狼图腾,7.0
47,http://v.youku.com/v_show/id_XOTM5NDQ3NTYw.html,飓风营救3,6.3
48,http://v.youku.com/v_show/id_XMTQ1OTI0OTkzMg==.html,精灵旅社2,7.4
49,http://v.youku.com/v_show/id_XMTI2ODU5ODA2OA==.html,曾经我们不懂爱,0
50,http://v.youku.com/v_show/id_XMTMyMTUyMzcyOA==.html,末日崩塌,7.0
51,http://v.youku.com/v_show/id_XMTQ5MzUxMzc3Ng==.html,海绵宝宝,7.2
52,http://v.youku.com/v_show/id_XMTQxNjc3NTgxMg==.html,破风,7.2
53,http://v.youku.com/v_show/id_XMTQyMjE1OTQ2OA==.html,陪安东尼度过漫长岁月,6.2
54,http://v.youku.com/v_show/id_XMTQ5Njg0MDI0NA==.html,恐龙当家,7.1
55,http://v.youku.com/v_show/id_XMTMwOTY1MzkzMg==.html,对风说爱你,6.5
56,http://v.youku.com/v_show/id_XMTQwMzU1NzU2OA==.html,蚁人,7.6
57,http://v.youku.com/v_show/id_XMTQyMTI0NDAyMA==.html,我的少女时代,7.8
58,http://v.youku.com/v_show/id_XMTQzMTUxNjQ2NA==.html,家在水草丰茂的地方,7.9
59,http://v.youku.com/v_show/id_XOTY1NTEwMTE2.html,何以笙箫默,6.5
60,http://v.youku.com/v_show/id_XMTQyODQ1MTQ5Mg==.html,怦然星动,4.3
61,http://v.youku.com/v_show/id_XMTQyMTI0MTgwMA==.html,一个勺子,7.7
62,http://v.youku.com/v_show/id_XMTM5NzQzMzAwOA==.html,东北花泽类之起幺蛾子,8.1
63,http://v.youku.com/v_show/id_XMTUxNDM3NDg4NA==.html,极盗者,6.8
64,http://v.youku.com/v_show/id_XMTM1ODMyMjcxMg==.html,巴黎假期,5.5
65,http://v.youku.com/v_show/id_XMTI4NDg0NTc5Mg==.html,阴阳先生,5.7
66,http://v.youku.com/v_show/id_XMTQzMDUyOTY1Mg==.html,杜拉拉追婚记,5.3
67,http://v.youku.com/v_show/id_XMTQ0ODQ5ODExMg==.html,山河故人,7.8
68,http://v.youku.com/v_show/id_XMTU0MDE1NDY3Ng==.html,云中行走,7.5
69,http://v.youku.com/v_show/id_XMTQyMDA4MTAzNg==.html,解救吾先生,7.8
70,http://v.youku.com/v_show/id_XMTQyODQyMjUyMA==.html,坏蛋必须死,6.0
71,http://v.youku.com/v_show/id_XMTM1ODc4Nzc0OA==.html,选角风云,6.5
72,http://v.youku.com/v_show/id_XMTY0NDM0OTExMg==.html,鸡皮疙瘩,6.1
73,http://v.youku.com/v_show/id_XOTU5OTUwMDI4.html,战狼,6.8
74,http://v.youku.com/v_show/id_XMTMzNTQxODc5Mg==.html,茅山道士,4.0
75,http://v.youku.com/v_show/id_XMTM5MDc1MzEyMA==.html,赶尸惊魂,2.3
76,http://v.youku.com/v_show/id_XMTM3MjExMjQ2NA==.html,星语心愿之再爱,5.8
